TSNE1,TSNE2
-5.2511826,-59.81671
9.413145,14.9150095
4.578101,-35.037193
-19.041191,-30.08951
3.2103627,-35.1625
-19.645718,-7.848569
14.806562,-25.291739
-5.247327,26.580896
-26.814741,-10.964858
-17.722723,-32.51527
22.506567,-40.49683
8.299852,33.58417
26.443169,1.4665303
-9.4572315,-19.574213
-29.934021,-33.30633
3.832858,36.9746
-14.43273,1.9593976
-30.729277,-25.275042
-14.561748,7.483867
0.40111622,37.65584
-30.356422,-34.660385
10.666497,39.331978
22.054773,54.866283
36.867455,-10.309228
4.946712,-37.794514
15.133218,0.13176677
-25.165186,4.4526258
3.8217113,15.748602
-19.429035,-27.484266
7.3798013,28.349794
-7.09843,-14.606317
-23.210476,26.240032
-1.9265187,36.903732
-7.2339554,-2.7345028
37.55192,-7.9285164
21.361158,-13.375525
-5.835828,24.663973
13.67467,63.291237
-4.061238,-39.50938
-31.191551,-25.66011
-9.65695,39.889427
30.438116,-1.6890374
-14.409817,-0.67303795
-9.846966,0.9695211
-31.512352,21.98977
7.6977496,41.598087
-32.22424,25.502544
23.782581,16.655802
-29.562672,-28.591185
2.994175,42.62254
13.789532,60.401184
-25.07045,26.1344
2.3918536,30.53018
-7.2348547,-34.215843
17.760082,31.820774
17.80042,6.577687
-31.899994,-28.787909
-27.752834,9.361731
6.673539,35.481018
-11.135703,10.311392
3.8249583,31.773012
-3.8235228,-32.849247
-14.461492,-1.0747188
-15.030246,12.262421
-7.242721,6.501067
2.685162,8.35584
-14.1361685,0.24259311
11.184638,-25.099033
20.072912,28.44986
25.272753,15.969762
-1.090415,3.9914496
2.79303,40.288548
-4.3120594,-38.4367
7.268808,16.632526
34.08832,-5.129775
-7.880392,-51.04207
3.0209286,-31.262999
14.898213,-7.4157624
8.468129,8.803947
9.874114,13.850962
7.3916855,-22.138193
-32.51329,18.980867
-6.251452,-4.90106
5.596829,16.897537
-2.162728,-16.241241
-18.158047,-29.339159
-16.069603,18.785917
-3.9024827,-18.732811
22.35702,56.39723
-1.5783057,37.81963
4.4369135,17.05425
-27.462526,-25.67365
-2.4410994,-1.5349904
-2.489243,6.6061735
3.4509723,37.10878
-21.989223,10.068574
-9.1149025,18.259909
-26.085072,-25.296333
34.348763,-3.7524536
-11.824261,10.874371
-6.9454575,-50.405952
-20.918533,22.970211
18.693111,63.46684
8.505783,-27.998425
-1.8366189,-62.82624
12.253735,-10.478603
-3.0350082,-38.69192
7.884424,18.97003
-11.576645,5.7531347
-0.028703436,41.064426
5.71431,35.640354
-29.735424,9.265752
-5.440715,-36.68388
18.487736,-12.022463
19.53405,55.474247
41.97346,-7.834564
38.164356,2.121702
-30.66119,24.992493
14.814572,-20.040531
7.61346,4.895327
-2.658805,-39.69514
22.722849,8.913136
-2.8454688,-4.5682898
7.5086985,7.557362
-13.29352,9.841803
35.890823,-7.4086823
-11.924966,18.635426
-13.212802,9.400605
-33.65194,-15.229812
35.070454,4.715614
-16.389797,-10.9374
-3.3211358,-54.362885
7.0528507,14.95571
-13.453526,-11.608116
17.412622,-25.019533
-24.131289,29.27371
5.1805744,-2.481046
-12.666486,-55.60316
20.22791,-27.190657
12.512858,60.88055
6.052688,-35.561962
12.671736,6.171149
-6.295581,-62.91754
-31.414572,9.473881
-28.424744,22.425953
-24.047798,4.8159566
-3.2218559,9.097198
-25.646824,10.280135
-2.660369,-54.322987
-21.497063,27.318027
6.387581,-12.195637
19.195696,55.407887
21.93608,-36.9226
-21.80073,6.545564
-14.049354,8.79192
29.5651,0.95022726
9.6770525,21.00693
0.24483746,15.281805
-30.439468,10.709177
-15.104107,-2.0900311
13.712124,-13.534863
16.903091,60.209255
-16.975182,-8.088018
-6.0238266,3.5216358
38.556847,-5.577549
-13.843398,15.927671
9.93139,-26.90142
-7.2706175,-13.331116
-3.0150926,32.79111
-14.541714,-7.3148947
13.086099,11.067475
3.6238906,42.946636
-12.371359,21.754276
-29.747353,-28.902843
9.654265,10.080653
-27.051022,22.859549
-25.632174,-35.460045
12.403243,0.16452004
-5.762474,26.483086
2.0617816,-27.826883
26.223385,12.072245
33.416893,2.1153913
-22.649536,13.413236
19.982042,-40.612606
-5.1981883,-65.70818
29.777401,-5.673186
-25.816196,-24.345516
-29.235395,-34.99263
2.477304,3.772794
14.781031,15.081757
-12.93156,1.5205982
20.035748,13.708452
15.228333,-22.407541
31.684557,-12.554607
6.2100925,12.1811285
-6.258991,-13.249483
1.7511274,10.565
13.17241,32.28922
-2.2574942,-17.628605
-32.486435,4.4149995
6.571669,8.442475
-21.118113,15.547799
7.674078,16.380566
6.404912,31.073393
5.277771,39.77244
-7.649522,-7.009304
-9.414968,10.526386
-1.8151734,-59.657253
15.786195,60.140354
0.48414132,18.9628
-27.299244,-22.700933
6.5043054,11.987823
32.818295,-9.078668
-5.289358,9.632541
31.8256,-7.953878
-3.0262825,3.6555247
-19.003286,-34.12963
-0.5264683,43.27149
-32.30517,20.59812
-25.741505,-32.576885
22.095192,-42.587013
35.746315,0.7784586
-32.412357,28.577045
19.972887,16.413656
11.098404,28.399117
18.036915,60.57545
-10.821901,-40.310455
-21.47042,-4.14991
-10.052758,-4.5995507
-4.194434,-31.727816
-12.834062,-2.5391445
-2.4570758,-2.569324
22.099783,15.343061
8.357618,23.95509
2.9320989,-17.052326
-24.112879,-39.033146
23.024237,19.86541
-18.035881,23.444199
1.7544783,6.5625815
-1.4941316,3.0160496
-0.1829704,17.282124
-22.976677,28.25247
8.170446,39.43238
-8.329539,-0.8949266
-3.452477,-32.026176
23.62989,-24.282095
-9.975945,-36.41092
14.142842,13.106726
3.8516352,-21.99853
-22.934277,9.240469
-2.2710207,-54.24314
21.384512,28.696913
26.0996,17.199476
-32.50635,32.81138
17.402079,23.539045
7.1807866,-14.2015
2.5540535,-25.45137
36.774803,-5.560583
-28.170313,21.107681
16.54189,0.867326
0.09141838,14.700096
-12.006798,-1.5488663
23.62794,11.802407
-0.38462502,-64.95695
-18.322264,-6.19779
-23.22993,-8.281566
11.681911,15.335705
-8.0645895,-54.59258
17.81408,-25.602814
14.711594,28.60713
-0.30480522,-62.574284
-12.857616,-4.205561
-7.566709,19.44551
1.0625347,9.704037
-28.379475,29.062895
17.666431,59.890312
-0.59086293,-3.7335467
18.171812,-26.330608
-27.268957,9.434509
-25.474047,23.781115
13.152973,-0.3952382
-16.21916,-5.954817
-8.975906,17.305233
-28.487377,-38.31623
-6.8661184,7.104369
-28.729174,12.312719
24.624458,-26.970852
22.818235,-38.358524
-16.146511,-36.35735
-10.072737,18.972092
13.462881,-6.126531
-3.141398,-66.63657
-15.872519,-9.409181
4.25195,-5.404963
-25.881136,17.24417
15.143142,55.898487
-0.1994326,-24.5645
-25.480858,29.93665
-28.55532,-18.132608
-22.954046,-4.595665
23.638693,-15.360981
24.237057,-38.253864
-4.4032197,-20.712933
-12.2539425,19.356215
18.9241,-38.801064
28.093891,-11.2167015
-5.855234,-63.495094
28.26262,17.151299
-31.840866,-34.374535
-10.617104,-39.347153
22.537556,57.13571
24.296091,60.90744
13.107102,59.027252
-17.03705,-29.416323
-27.003014,-4.49616
20.77601,63.26071
-26.275887,-22.499807
36.472588,-9.478921
-10.571965,-4.952328
-10.091339,33.94248
7.671547,29.273588
12.202922,11.055762
8.501474,3.2881687
-0.74565226,30.53912
-33.049164,-36.5833
9.837369,34.834885
-25.21527,30.083239
15.888572,6.8540297
-36.13043,-24.345425
-29.25446,24.250397
-18.224968,27.015965
-8.156001,-18.21882
34.598404,-14.664199
9.094054,-9.0945635
17.04963,10.513833
5.705113,12.553439
1.7182657,-22.512722
-22.49948,21.817785
16.090355,61.20762
-34.893898,-28.664852
-22.725899,-6.015071
10.528788,12.235599
20.375242,-10.757064
-1.7989981,-4.204427
18.337187,12.124291
18.269268,55.23429
7.7554274,1.201993
16.795824,21.963795
-2.8421772,-12.734646
-32.23639,-25.838226
33.841103,-12.023372
0.4954432,28.740288
15.171775,-22.407278
-5.1727962,10.112218
13.584484,-6.8946514
-29.203812,-27.417095
-7.6512876,11.928099
-13.911403,-1.3186581
33.348675,0.40254813
-4.587035,-67.142845
15.429164,59.813545
26.283005,16.49278
3.7181919,13.073509
-13.727997,-1.8851485
1.2535919,39.85592
11.898022,21.473518
0.9929601,-10.071868
-4.97737,-3.266289
-22.486053,3.8255694
-27.237028,30.128984
34.429825,-25.488523
-2.5107107,-19.364477
-2.604405,3.690136
-32.119846,-26.420628
4.939456,29.323975
2.7336197,-23.863445
-26.391703,5.9124274
-45.313515,2.3745248
-17.894041,7.788992
1.4279089,-55.1446
-30.475203,-22.73698
-22.194376,-34.532482
6.0647545,26.907265
-33.46912,28.361967
9.546525,33.24149
-1.2173964,-40.1169
15.183578,16.899689
2.8637044,-55.263996
-3.208548,-60.567722
-1.5492675,37.80778
-2.955774,-59.3088
-19.846285,-33.97065
33.06718,-8.005017
28.383804,17.2477
20.55089,13.21921
26.540316,16.243326
-1.0761309,30.600082
-4.1606326,-2.320101
-12.051789,7.075189
20.757122,19.316694
10.888344,9.902019
23.162317,-39.442406
-10.278857,-3.1046598
37.37575,-10.800711
10.122593,-27.682518
-33.689438,25.149529
11.882336,10.451901
13.346705,33.38287
-16.582043,17.632956
6.295157,-17.749502
0.7317506,-31.794233
11.326827,13.371958
-27.782822,-2.0315192
-1.6857216,39.846294
15.4665575,56.661858
36.348793,-8.925345
-18.90289,24.878704
-33.458378,18.959845
-27.272022,26.864193
-27.782322,21.758974
34.533134,-24.952145
11.027198,-7.16628
-3.8757539,30.899504
-8.920577,-58.40218
13.064028,56.615208
22.61344,16.50515
23.957664,13.6173315
-21.061327,27.38839
-1.0126336,-18.330778
31.22215,-6.0825243
-29.005138,-36.665886
0.8144416,-54.942074
8.192871,12.93385
15.122503,20.148945
10.64044,-23.895681
-12.750901,6.5464983
12.8011265,6.1812496
-15.767549,21.07056
-11.4987,8.655724
-21.394552,16.281076
-20.167526,-1.489615
-11.976381,-5.4880457
28.589748,-4.610505
21.754576,-13.438642
8.489539,23.832537
16.174553,-10.999674
0.84277695,-54.95522
-6.872522,5.2058296
0.40876856,17.40191
41.937878,-7.470326
21.375937,56.95864
-2.377618,-37.363934
-24.426891,11.3856535
1.3657757,8.4190235
-20.4215,-1.0666139
-3.5929062,-16.691788
-0.71555126,-5.0761786
8.92381,14.716521
28.395357,-8.484496
12.695542,6.149548
6.319758,31.59845
32.241436,-1.5416843
22.010431,12.156044
17.937075,2.118504
9.885597,11.174152
24.246931,-3.9952483
-6.0103416,-11.705995
-15.261079,18.35607
-24.282452,-4.892255
-28.605694,7.852117
3.2536273,15.601226
-4.2040725,-17.547602
0.8694313,43.778965
-10.642502,6.1073446
0.43190837,42.18979
5.1621747,32.48053
1.2829282,32.744648
-19.722857,-32.118195
13.974958,-8.993867
0.6087951,24.33749
5.085083,6.3025928
-1.3761458,23.392767
-1.8349617,31.095833
18.685024,-40.941994
-19.289743,-2.4608421
6.0493293,24.467876
-23.020384,-34.762264
-23.764559,27.270117
28.29533,-11.172905
23.75564,55.548164
2.722543,-38.647495
24.21942,-26.824984
-14.759818,10.265167
-28.38329,10.125357
32.3408,6.768773
-1.1471909,-31.934149
3.6619616,40.84571
-28.269426,19.038095
-30.965218,23.140436
11.0433235,-7.1230664
16.721693,7.019271
1.851304,-4.5044656
23.560045,57.915966
-22.558033,29.177197
4.8509903,26.846094
19.09058,10.216865
-8.8652,16.708843
-1.35426,-38.948994
17.912497,52.82684
34.095303,-12.370453
-0.042847034,34.178658
3.0818095,-14.23554
-13.475813,12.848269
-10.09307,-20.020876
-29.320337,-25.71747
-2.5266554,-18.704798
15.15183,-16.29322
2.7350214,-37.843525
7.279592,23.202742
18.753075,51.435047
-1.9126579,-11.586556
-6.1005197,-15.690643
4.1681104,17.472345
9.107841,-25.705063
-18.249002,-33.017994
6.0057597,11.15062
22.26022,53.047287
-23.747543,-6.902923
25.799202,-39.95561
21.53143,-37.86429
-7.886792,19.687254
20.773146,57.812767
17.587164,10.45551
-20.221523,27.875414
-2.7883203,37.679234
19.956202,53.709316
30.870241,2.667569
-0.53257066,6.9670796
27.126366,-4.629067
4.6102257,-34.884415
10.268323,8.8496685
7.8831925,38.814632
34.754017,0.33218765
-5.9972653,-62.91899
1.607913,12.281118
-5.621072,-53.767365
-11.948489,7.177765
23.151577,-32.642063
-4.6976686,37.298706
38.10907,-5.2720733
15.252438,34.614548
-28.48186,20.308332
-21.52317,25.251558
13.248409,34.48822
22.938976,61.220818
-10.7566,-59.032272
5.7356973,33.923405
24.591778,56.39206
14.565554,34.32868
22.057987,-37.657726
-29.893656,12.034964
9.7160635,35.974392
3.5508833,34.162735
38.562023,-6.8726397
17.46492,23.28066
24.495571,-2.219089
-23.999681,26.259003
10.019209,13.770588
10.770828,35.022068
-18.432493,-29.535
-27.179626,-35.82432
11.806338,8.092834
-27.792856,-22.691671
4.7955728,34.21485
-21.85566,-39.47257
-2.4324837,-12.85029
-25.595741,-40.658363
1.011525,31.096792
-26.214926,-25.75549
17.302885,-44.54399
-11.128522,17.493565
2.8197274,-14.1098
4.821264,18.714066
-0.58286077,-28.004631
-23.5958,25.188902
8.990248,30.675325
-30.098204,22.474932
-24.17833,-4.2962384
19.062746,-43.87667
-26.124027,-38.4018
10.020131,34.51055
9.249192,27.772694
-9.780973,12.690672
-22.695274,13.419079
-17.28459,-6.8672085
-3.2393622,-64.4179
-33.836155,-25.419968
26.683216,57.693523
-14.376126,21.036627
-4.7902727,-38.39478
11.879525,2.3540673
5.54797,39.405285
-20.410912,-35.102318
15.190868,-16.274826
-24.89849,10.401799
-31.505114,-27.637636
-28.52015,-23.456932
25.693096,-42.348312
19.733318,-10.555896
15.973322,-11.410471
18.087952,-14.623024
-6.6974707,-59.711037
-0.8638865,22.256157
-30.071344,-37.92148
-25.757526,18.748446
25.726978,57.257404
1.8820426,41.295563
-27.219875,29.319462
28.120975,14.987081
-20.895184,-9.272799
30.391376,1.5540476
0.04507105,-36.997845
10.050211,20.0343
13.571049,63.368015
23.221592,-37.77932
-23.259823,6.524785
-21.951384,-11.092475
23.065256,-27.23013
-19.01149,-13.864635
35.553474,-3.5732477
6.9792686,-26.59301
-10.13133,-54.613853
3.3845978,-55.377834
-8.67581,-52.591198
5.07508,35.53094
-27.375626,-5.554754
-5.6769643,-53.76848
-3.0591915,-66.076225
1.0549645,36.412304
23.026527,-34.819534
4.1946807,32.72339
-10.196452,11.4351
-14.0625515,23.400496
33.459003,-0.06461216
39.39618,1.7436949
10.409358,19.692308
-30.438417,-21.882645
-16.078243,-3.505671
23.919239,-35.497982
-8.208026,-18.527666
4.2661686,24.348139
13.289512,13.195956
-5.7075086,-63.787712
-29.07973,-28.125683
25.521065,-40.599625
31.26216,2.107127
10.600169,-22.820194
-24.099457,-37.519638
-10.875114,3.8903415
25.112896,53.409245
-31.515585,10.671676
-15.787289,6.4400816
9.703933,19.425167
-18.220722,-34.498142
3.1038578,37.86125
11.777661,35.81982
18.99116,-40.19479
-27.430828,-40.241493
-12.925344,-41.35403
4.3600135,26.207832
-23.276747,-5.505737
-17.467995,7.9620442
-18.638884,25.470947
-0.84693193,28.528538
-19.376873,19.672668
-30.992126,-23.152916
-31.098532,-39.180233
-19.941534,-40.76658
5.6883106,22.03798
4.969453,11.412175
-3.328013,-19.74759
9.595619,-20.111977
-8.797867,-56.321358
11.993966,31.175114
-30.509027,-26.807528
2.5818222,32.77892
-39.233868,-9.384451
8.847476,-27.77853
-19.136896,-8.388305
-2.3579843,-63.559883
2.1919916,-13.91538
-0.1254222,33.433357
37.53841,-6.36663
-3.734472,-64.19166
33.687996,1.0412797
11.423637,-12.885222
-31.97979,-24.62765
7.3352504,25.691206
24.826612,-36.841473
-28.801119,12.673532
34.208035,-4.606425
-11.876775,-5.2124124
-0.31287318,-2.5781786
38.282516,-2.5917408
32.55705,-5.6769276
-29.009472,22.909412
0.43141192,36.14812
33.070435,-1.1653217
-12.158131,9.214389
-14.697154,20.703537
-1.4517735,32.80119
2.4151378,41.91076
10.117307,-17.875338
-0.28406504,-31.683426
-5.8856697,33.362156
-20.544306,20.114754
10.815775,29.874697
-0.37522265,-35.28023
1.8665769,33.143337
-13.920526,-7.660756
0.29490852,-31.227661
32.656605,-1.2187464
14.029904,-1.9812872
21.626638,60.235596
15.559642,8.964332
36.592785,-2.8649242
-20.50222,20.762705
0.40368488,42.3151
22.217978,53.718086
14.779094,60.774097
-1.7670095,-0.18538007
23.671497,-42.514774
-4.750602,-39.282032
-20.49566,-32.305046
4.4761996,-33.449505
21.069868,-42.609272
-35.368908,-21.223518
11.494089,3.3100588
23.272285,-31.834826
-22.973272,24.350845
4.341467,-32.444065
-27.817179,11.009629
-34.0222,-25.234394
-1.467155,32.419838
-6.1535144,33.49906
-8.750329,1.7415309
-28.474583,25.217459
31.488,0.54902107
-6.7482047,-13.13075
-32.477345,-28.534786
-13.118313,17.482529
5.3419557,10.366663
-23.440538,-36.376167
21.07831,-27.371016
24.05393,-34.60158
-20.023975,3.5736694
21.517805,-21.924316
-36.591774,-24.277445
-1.12286,23.126146
-13.718725,-8.379197
-29.896889,-25.679031
-29.719814,-30.458279
-11.972845,0.70950836
-33.647274,-28.449558
15.037215,58.737522
-29.38192,21.195045
-2.576189,-60.341045
20.29381,-44.79468
-29.537582,9.682969
17.456776,29.59414
-19.122686,-32.751274
-12.360131,0.7914956
13.488013,6.048769
-21.575478,-10.550191
5.531261,31.34007
-15.701487,2.9507082
-28.842848,19.643295
-24.63715,-39.180492
-3.0669909,-20.017778
-28.99302,22.808878
6.313461,34.450172
-18.033937,16.908756
-3.9237406,-62.385887
-45.892838,2.5667567
13.199447,14.501172
-27.602573,-27.256989
1.0112056,24.216167
-11.59324,-57.261543
-18.219759,-25.989239
-29.678234,25.216515
-15.343459,15.470564
2.0075488,26.673443
-7.5866985,-18.051605
-7.79873,-56.957844
5.2010627,14.103472
37.346046,-4.187926
-26.96916,-38.785515
-13.364544,8.7418375
20.137295,-36.067364
7.416141,16.825178
-0.039544318,36.905132
2.9668982,-12.5659075
20.563557,61.032135
19.544994,3.9364097
-11.825199,20.926432
-24.80911,7.932547
-13.376346,10.834742
-8.249306,-19.282946
1.0091182,23.266256
-34.166103,18.218294
16.934147,21.687464
32.21814,6.4936285
-14.075479,18.346218
-9.741607,-38.325863
-5.058533,-32.00682
18.57358,-43.580418
-8.722625,-56.123184
-33.64444,-30.762266
15.434406,2.0465043
-27.88061,24.045565
-2.1684246,-16.522316
-25.101648,-37.575096
-10.305609,15.777889
17.799896,56.539963
-22.88152,-37.715405
7.4447174,42.390972
-21.849789,-5.35586
17.666763,-39.3978
-20.239153,26.707289
-30.061823,-26.962137
-20.024063,-29.311104
-20.002018,-32.485428
-1.4459467,3.665947
-30.414577,19.123802
-7.125848,-13.720002
-11.420931,-37.61511
13.623184,12.416806
-22.31522,-4.1251388
-25.180431,21.666557
7.4062657,24.876392
-25.93601,-28.716322
37.51653,0.20459317
17.675295,59.17841
-12.122757,18.900373
-16.218311,7.4114347
7.115685,-24.621073
-8.829715,-52.510605
-0.59426844,-0.45811373
14.550768,-18.0855
-30.864494,20.873108
-31.476114,-39.879776
-10.950756,12.100405
3.5440712,38.435055
24.23376,-39.55282
2.19167,-32.25942
35.029346,-25.102436
-1.9250354,-66.30638
10.471632,-17.960938
7.6146507,1.0893215
11.171651,-10.901067
6.8371773,31.925507
-28.482538,-18.531294
12.762803,55.414387
20.098267,60.8991
-14.537744,16.713268
-2.9865298,-63.013744
23.073235,1.3833219
-45.57,2.0484939
11.651686,30.32669
-29.5019,20.48639
32.067513,-5.523238
24.888418,16.288607
-22.50638,24.45145
-27.915682,-26.750477
-5.9074597,-30.367191
-15.42034,19.317755
7.9686284,11.778928
32.36912,3.927688
35.084496,-25.249386
-26.27796,6.31462
-25.536572,-41.843445
23.110447,-38.822395
-2.4030097,-37.21929
-18.285538,-32.95293
17.5639,33.604218
23.432877,8.776933
-17.731453,-36.034477
33.245037,-14.326836
-22.277082,-27.117075
-1.6000589,-9.183471
